title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания
"Свободного назначения, 30 м²",1600,"ул. Нариманова, 67АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_7305667535?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,30 м²,1.0,6 м,без отделки,,центральное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.718177,52.35571,есть,200.0,эксплуатационные,возможна,,
"Свободного назначения, 98 м²",100000,"пр-т Строителей, 76Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_98_m_7300564662?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,98 м²,1.0,2.8 м,офисная,10 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",54.887377,52.268367,есть,40.0,,,,
Свободного назначения,50000,"ул. Хади Такташа, 117Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7319033709?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,34 м²,1.0,3 м,чистовая,15 кВт,,прямая,11 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.76860428,49.13421631,есть,40.0,,,,
Торговая площадь,28000,"ул. Наиля Юсупова, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7317268689?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,10 м²,1.0,,чистовая,,,прямая,,жилой дом,,на улице,55.85617447,48.89965057,есть,,,,,
"Торговая площадь, 15 м²",1500,"ул. Родины, 41Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_15_m_7301083793?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,15 м²,1.0,,без отделки,,,прямая,,другой,первая линия,"на улице, бесплатная",55.76999,49.209783,,,,,,
"Торговая площадь, 115 м²",1500,"Приволжский район, жилой комплекс Станция Спортивная, 2.2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_115_m_7298039384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,115 м²,1.0,4 м,без отделки,,,прямая,,жилой дом,,на улице,55.67971088350088,49.2023500419332,есть,,,,,
Торговая площадь,1400,"ул. Бурхана Шахиди, 3с. Сокуры, коттеджный пос. Новые Сокуры- 3",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7300292821?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,36 м²,1.0,4 м,чистовая,150 кВт,,прямая,11 мес.,торговый центр,,на улице,55.60788345,49.3744278,есть,,,,,
Свободного назначения,109500,"ул. Баки Урманче, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7321899487?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,73 м²,1.0,4 м,чистовая,35 кВт,,прямая,,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.73351100332172,49.17918455944912,есть,,,,,
Аренда торгово-офисного помещения,1500,"пр-т Сююмбике, 49Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/arenda_torgovo-ofisnogo_pomescheniya_7301949426?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,75.1 м²,1.0,2.6 м,чистовая,"10 кВт, можно увеличить",,прямая,1 мес.,жилой дом,,на улице,55.74831046918973,52.39925950745919,есть,,,,,
Торговая площадь,2000,"Даурская ул., 42АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7312159999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,60 м²,1.0,,чистовая,,,прямая,11 мес.,другой,,на улице,55.76602173,49.18184662,есть,,,,,
"Свободного назначения, 41.3 м²",78470,"ул. Академика Сахарова, 31Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_41.3_m_7296861320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,41.3 м²,1.0,2.5 м,чистовая,,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.781985,49.223267,есть,,,,,
Торговое помещение на первой линии,159030,"ул. Космонавтов, 26Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_pervoy_linii_7297003941?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,83.7 м²,1.0,3.1 м,чистовая,,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.79766,49.192356,есть,,,,,
Сдам 60 квадратов в ЖК Салават Купере,90000,"ул. Наиля Юсупова, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_60_kvadratov_v_zhk_salavat_kupere_7320149389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,60 м²,1.0,3 м,чистовая,15 кВт,,прямая,,жилой дом,,на улице,55.856876,48.897663,,,,,,
Сдаю торговую площадь 15 кв в Кировском районе,20000,"Революционная ул., 14Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdayu_torgovuyu_ploschad_15_kv_v_kirovskom_rayone_7320093433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,15 м²,1.0,2.5 м,чистовая,5 кВт,,прямая,,торговый центр,,на улице,55.81778,48.896424,,,,,,
Сдаю торговые площади 15 кв на Беломорской,36000,"Беломорская ул., 69/3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdayu_torgovye_ploschadi_15_kv_na_belomorskoy_7320487724?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,15 м²,1.0,2.5 м,чистовая,15 кВт,,прямая,,торговый центр,,на улице,55.867101,49.02111,,,,,,
"Склад, 48.7 м²",450,"Интернациональная ул., 11АЕлабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/sklad_48.7_m_7305095417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,48.7 м²,1.0,3 м,чистовая,,автономное,прямая,11 мес.,административное здание,,"на улице, бесплатная",55.75593221521786,52.00140684921266,,20.0,эксплуатационные,,,
Офис площадью 82.7 м2 рядом с ТЦ Франт,105000,"ул. Юлиуса Фучика, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_ploschadyu_82.7_m2_ryadom_s_tts_frant_7299846528?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,,,82.7 м²,1.0,2.6 м,офисная,,,прямая,11 мес.,жилой дом,,на улице,55.7600174,49.23323059,есть,,,,кабинетная,
"Аренда склада, 20 м²",500,"Мензелинский тракт, 52Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/arenda_sklada_20_m_7302030359?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,,есть,20 м²,1.0,5 м,,50 кВт,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.695119,52.415987,есть,,,,,
"Помещение для Вашего бизнеса, 35 м²",1000,"ул. 27-й Квартал, 8д. Куюки",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_dlya_vashego_biznesa_35_m_7309597486?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,35 м²,1.0,3.5 м,чистовая,30 кВт,центральное,прямая,,торговый центр,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.72503760526789,49.32449329695889,есть,,,,,
Торговая площадь,3000,"ул. Энергетиков, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7282000882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,103 м²,1.0,3 м,чистовая,15 кВт,,прямая,,административное здание,,на улице,55.82852173,49.07958221,есть,,,,,
"Свободного назначения, 53, 62м²",1500,"ул. Раскольникова, 18Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_53_62m_7318507348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,53 м²,1.0,4.3 м,без отделки,"15 кВт, можно увеличить",,прямая,,жилой дом,,"на улице, бесплатная",55.72485331510293,52.35963280287167,есть,50.0,,,,
Сдается помещение свободного назначения,35000,"ул. Тукая, 2БНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/sdaetsya_pomeschenie_svobodnogo_naznacheniya_7321364987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,53.5 м²,1.0,,чистовая,,,прямая,,другой,,на улице,55.624352,51.817287,,,,,,
"Торговая площадь, 40 м²",20000,"Первомайская ул., 26пгт. Васильево",https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_40_m_7302884748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,40 м²,1.0,,чистовая,,,прямая,12 мес.,другой,первая линия,нет,55.838186155599566,48.71281238557923,,,"коммунальные, эксплуатационные",,,
Торговая площадь,60000,"ул. Кул Гали, 34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7282012559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,,40 м²,1.0,3.3 м,чистовая,,,прямая,,жилой дом,,на улице,55.75011063,49.24581528,есть,,,,,
"Торговая площадь, 71 м²",93720,"8-й квартал, 5д. Куюки",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_71_m_7316363441?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmSFJBajRmcnptY3Q2ZkZmIjt9XKvySD8AAAA,3 недели назад,с улицы,есть,71 м²,1.0,2.7 м,чистовая,25 кВт,,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.70596,49.357062,есть,,,,,
ЖК Изумрудный город 65 м²,71500,"ул. Кул Гали, 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zhk_izumrudnyy_gorod_65_m_7319830226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,есть,65 м²,1.0,3 м,чистовая,10 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.75127461500747,49.24477688351335,есть,,,,,
"Помещение, 61.2 м² под офис, магазин, студию с кан",91800,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_61.2_m_pod_ofis_magazin_studiyu_s_kan_7312284306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,есть,61.2 м²,1.0,2.8 м,офисная,16 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная",55.748772,49.182124,,,,,,
"Магазин или офис в ЖК Магеллан, 45 м²",85500,"Чистопольская ул., 36Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/magazin_ili_ofis_v_zhk_magellan_45_m_7317644327?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,,45 м²,1.0,5 м,чистовая,"5 кВт, можно увеличить",центральное,субаренда,11 мес.,жилой дом,первая линия,на улице,55.81837072112952,49.12132695700837,есть,,"коммунальные, эксплуатационные",,,
"Свободного назначения, 105.5 м²",158250,"ул. Соловецких Юнг, 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_105.5_m_7306865620?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,есть,105.5 м²,1.0,3.1 м,чистовая,,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.823469,49.078809,есть,,,,,
"Свободного назначения, 70 м²",91000,"ул. Николая Ершова, 65Б/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_70_m_7301275296?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,есть,70 м²,1.0,3 м,чистовая,,центральное,прямая,11 мес.,жилой дом,вторая линия и дальше,"на улице, бесплатная, подходит для грузового транспорта",55.802922,49.181217,,,,,,
"Торговая площадь, 22 м², трафик 849 чел./час",77000,"Право-Булачная ул., 49Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_22_m_trafik_849_chel.chas_7310870119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,с улицы,есть,22 м²,1.0,4.2 м,чистовая,15 кВт,центральное,прямая,2 мес.,торговый центр,первая линия,на улице,55.786774,49.116313,есть,830.0,,,,
"Склад, 50 м²",25000,"ул. Салиха Сайдашева, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_50_m_7322048011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,со двора,есть,50 м²,1.0,3 м,чистовая,5 кВт,нет,прямая,11 мес.,административное здание,,"на улице, бесплатная",55.77074051,49.11143494,есть,5.0,,,,
Офис 20 м²,12000,"Тихорецкая ул., 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_20_m_7322164173?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6cnRBNXRCcHIxZlRKMTRYIjt9cVV1VD8AAAA,3 недели назад,со двора,есть,20 м²,1.0,3 м,чистовая,50 кВт,центральное,прямая,11 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.73084259,49.10988998,есть,3.0,коммунальные,,,
